State,District,population,population_proper,Location,EnergySource,WaterConsumption,SGD %,AQI,AQI_Bucket,Waste Type,Disposal Method,Recycling Rate (%),Cost of Waste Management (₹/Ton)
Chhattisgarh,Durg,4467624,3335493.413,Rural,Hydro,119454632.7,69.4,64,Moderate,Mixed,Recycling,46.39554475,
Bihar,Patna,4326088,3321620.338,Suburban,Hydro,164523386.7,85.2,41,Poor,Mixed,Incineration,19.36152148,
Andaman and Nicobar Islands,Port Blair,5774114,5155702.365,Rural,Solar,410922038.2,82.2,89,Moderate,Biodegradable,Landfill,76.6611538,
Andhra Pradesh,Kurnool,4370099,3576974.457,Rural,Hydro,287108582.7,77.6,338,Moderate,Non-Biodegradable,Landfill,74.50326774,
Chandigarh,Chandigarh,3033541,2626276.032,Suburban,Wind,333227873.3,54.4,114,Severe,Non-Biodegradable,Composting,77.25752914,
Andhra Pradesh,Guntur,1105615,861405.052,Suburban,Wind,421752659.9,66,126,Severe,E-Waste,Recycling,52.3692477,
Assam,Dibrugarh,2517945,1772647.469,Rural,Hydro,237979595.4,69.5,351,Poor,E-Waste,Landfill,11.26459091,
Sikkim,Namchi,2488502,1562889.209,Rural,Thermal,475318945.2,51.7,48,Very Poor,Non-Biodegradable,Landfill,12.7013742,
Haryana,Panipat,8617019,5365095.137,Urban,Mixed,102536004.6,54.5,142,Good,E-Waste,Landfill,80.09068883,
Nagaland,Dimapur,5898945,5456289.162,Urban,Mixed,463820296.7,58.9,50,Good,Non-Biodegradable,Landfill,54.94592343,
Tripura,Agartala,6025359,3789261.713,Urban,Thermal,276759956.8,65.3,232,Good,Biodegradable,Recycling,45.76450506,
Punjab,Patiala,1398522,1257968.524,Urban,Thermal,129247920.1,79.3,264,Good,Mixed,Incineration,50.17786896,
Delhi,New Delhi,5230420,4596852.944,Urban,Solar,400181175.6,70.9,237,Moderate,Non-Biodegradable,Landfill,84.11681041,
Chandigarh,Chandigarh,1133444,816684.1646,Urban,Thermal,388325902.5,44.2,235,Very Poor,Non-Biodegradable,Recycling,26.29497272,
Meghalaya,Shillong,5219569,4379776.855,Urban,Wind,249589447.8,80.3,338,Severe,Biodegradable,Composting,62.65737532,
Arunachal Pradesh,Ziro,6378853,4548661.734,Urban,Mixed,435529729,53.2,393,Good,Non-Biodegradable,Composting,60.66043957,
Mizoram,Lunglei,3344213,2667034.618,Rural,Mixed,433849932,56.5,142,Good,Biodegradable,Recycling,79.93501676,
Jharkhand,Jamshedpur,1259577,1146228.956,Urban,Solar,230240257,53,180,Good,Non-Biodegradable,Recycling,30.40814787,
Gujarat,Ahmedabad,8757090,7532923.672,Urban,Solar,145163839.9,45.3,292,Very Poor,Mixed,Recycling,39.50971823,
Himachal Pradesh,Mandi,4000939,2458353.417,Suburban,Hydro,382387079.5,60.2,68,Good,Non-Biodegradable,Recycling,68.4885065,
Mizoram,Aizawl,4652819,3931324.688,Rural,Solar,53326333.91,52,330,Moderate,Biodegradable,Incineration,28.70984826,
Himachal Pradesh,Kangra,952496,847867.3272,Rural,Mixed,100738522.8,56.4,149,Severe,Non-Biodegradable,Incineration,56.96250471,
Himachal Pradesh,Mandi,4915561,3396967.091,Urban,Hydro,137913775.6,57.6,74,Very Poor,Non-Biodegradable,Recycling,43.57107932,
Telangana,Warangal,9365513,7364223.246,Urban,Hydro,114497254.5,80.4,95,Severe,Biodegradable,Landfill,17.96732664,
Karnataka,Bengaluru,6244382,5721097.815,Suburban,Thermal,275287763.5,40.2,304,Poor,Biodegradable,Recycling,33.93137405,
Haryana,Panipat,7634809,6674479.247,Rural,Solar,343616066.7,86.8,234,Severe,Mixed,Recycling,40.64002422,
Tripura,Agartala,6008918,5560607.64,Rural,Mixed,456337893.1,67.9,54,Good,E-Waste,Landfill,61.92209207,
Arunachal Pradesh,Ziro,7804848,5058537.955,Suburban,Solar,268796233,93.6,175,Moderate,Biodegradable,Recycling,63.59302332,
Jharkhand,Ranchi,3078518,2312771.704,Urban,Hydro,283960250.3,55,163,Severe,Biodegradable,Landfill,41.4871029,
Telangana,Warangal,8621226,7210509.059,Urban,Hydro,113749622.7,82.9,389,Severe,Biodegradable,Composting,32.96745115,
Meghalaya,Shillong,3103347,2204908.149,Rural,Thermal,413640561.1,93.7,169,Severe,Mixed,Composting,59.0085927,
Odisha,Rourkela,7827906,6111865.39,Urban,Mixed,320295338.9,44.7,143,Moderate,E-Waste,Recycling,53.51350938,
Delhi,New Delhi,709973,619343.6805,Rural,Solar,330330149.2,87,60,Very Poor,Mixed,Composting,44.6333405,
Karnataka,Hubballi,3254737,2021778.811,Urban,Solar,91980648.31,61.8,114,Poor,Mixed,Landfill,23.41339902,
Goa,South Goa,8435309,5168026.153,Urban,Wind,61068096.94,48.5,43,Poor,Mixed,Composting,52.68501506,
Goa,South Goa,2954854,2521112.799,Suburban,Hydro,143572652.5,94.8,218,Severe,E-Waste,Incineration,71.82648183,
Jammu and Kashmir,Srinagar,9340213,7145469.902,Rural,Wind,81772101.13,47.8,56,Poor,Mixed,Recycling,73.82000232,
Madhya Pradesh,Gwalior,6022614,5497332.196,Rural,Wind,262881468.6,92.3,359,Poor,E-Waste,Recycling,57.86421394,
Assam,Dibrugarh,1516204,1187844.56,Urban,Hydro,46467491.35,59.3,378,Moderate,Biodegradable,Recycling,85.35722908,
Puducherry,Puducherry,9280654,8533057.165,Rural,Thermal,204295993.3,47.5,151,Very Poor,Biodegradable,Composting,15.96659967,
Mizoram,Aizawl,3521287,2387067.795,Suburban,Wind,174304012.8,68.1,58,Good,Mixed,Incineration,75.31015327,
Assam,Guwahati,7162956,6413591.763,Rural,Solar,94035076.88,77.9,137,Very Poor,Biodegradable,Landfill,33.45545368,
Lakshadweep,Kavaratti,8267345,7541498.105,Urban,Wind,255599274.8,63.7,125,Good,Non-Biodegradable,Incineration,47.86122893,
Kerala,Kozhikode,6044720,3653520.386,Urban,Mixed,163713925.3,67.6,353,Poor,Mixed,Incineration,23.27007661,
Telangana,Hyderabad,8812902,7128059.259,Rural,Thermal,250787891.1,73.5,165,Poor,Biodegradable,Landfill,42.96113378,
Goa,North Goa,1540149,1342895.632,Urban,Hydro,86908684.58,55.4,196,Poor,E-Waste,Incineration,62.20121423,
Karnataka,Hubballi,9973842,9450402.454,Suburban,Hydro,15090898.07,59.4,291,Good,Non-Biodegradable,Landfill,13.5753476,
Uttarakhand,Dehradun,2588499,1952016.181,Urban,Thermal,294612982.6,42.8,207,Good,Non-Biodegradable,Composting,52.88761889,
Telangana,Warangal,5419115,3499199.457,Rural,Solar,269857896.9,50.7,380,Good,Biodegradable,Incineration,44.96401617,
Nagaland,Kohima,9161395,6414313.355,Rural,Solar,498021735.8,56.7,354,Satisfactory,Mixed,Landfill,43.0218399,
Uttarakhand,Dehradun,7303109,5902897.943,Suburban,Hydro,114464936.4,48.3,314,Poor,E-Waste,Composting,68.18825716,
Rajasthan,Jaipur,7836871,4972421.954,Urban,Solar,458542569.2,59.4,371,Severe,E-Waste,Landfill,68.9323154,
Lakshadweep,Kavaratti,3646612,2662973.876,Urban,Mixed,474590714,80.1,343,Good,E-Waste,Landfill,66.52145674,
Ladakh,Kargil,8125013,7714719.502,Rural,Solar,365938509.8,41.6,232,Poor,Non-Biodegradable,Recycling,24.82141568,
Nagaland,Dimapur,3020210,2691950.074,Rural,Thermal,282628164.5,82.7,259,Satisfactory,E-Waste,Composting,76.30507471,
Assam,Dibrugarh,5653494,4941753.798,Suburban,Wind,159364288.5,70.5,111,Satisfactory,Mixed,Incineration,75.9911141,
Telangana,Hyderabad,2021356,1815755.491,Rural,Thermal,443328228.4,59.3,252,Satisfactory,E-Waste,Recycling,22.72660055,
Andhra Pradesh,Guntur,8676594,6616862.716,Urban,Hydro,265255631.4,43.8,271,Very Poor,E-Waste,Recycling,38.94377408,
Goa,South Goa,911575,820116.7334,Urban,Hydro,314126842.7,85.6,222,Moderate,E-Waste,Composting,20.63863215,
Odisha,Bhubaneswar,6695581,4097355.5,Suburban,Thermal,246103652,60.9,228,Good,Biodegradable,Incineration,42.92297018,
Sikkim,Namchi,9574608,8530649.936,Urban,Wind,304329354.2,84.2,190,Very Poor,Biodegradable,Recycling,67.30491779,
Haryana,Gurugram,8541069,7897456.758,Urban,Thermal,294966626.3,56.8,355,Good,Non-Biodegradable,Incineration,84.5408612,
Chhattisgarh,Bilaspur,8084741,5115304.683,Suburban,Hydro,455046637.1,64.4,64,Satisfactory,E-Waste,Composting,34.3924997,
Himachal Pradesh,Shimla,2760269,2020417.64,Urban,Solar,16206689.11,86.7,394,Severe,Biodegradable,Landfill,71.60859297,
Rajasthan,Jodhpur,5840979,5244406.824,Urban,Solar,431111822,86.5,358,Severe,Mixed,Recycling,45.57758747,
West Bengal,Darjeeling,9464308,7589780.265,Suburban,Thermal,158108261.2,87.8,197,Severe,Biodegradable,Recycling,76.9284339,
Bihar,Muzaffarpur,4951255,4257157.866,Suburban,Wind,155250456.1,67.9,87,Poor,E-Waste,Recycling,49.07461473,
Telangana,Warangal,2823573,1700111.148,Rural,Hydro,142768669,69.4,347,Satisfactory,E-Waste,Recycling,38.88647148,
Haryana,Panipat,5067153,4617675.466,Suburban,Thermal,398294028.6,83.4,250,Poor,E-Waste,Composting,60.27762754,
Mizoram,Lunglei,7157787,4618604.347,Rural,Solar,166208847.8,50.1,302,Moderate,Mixed,Recycling,74.31582427,
Lakshadweep,Kavaratti,5930212,5119454.196,Urban,Mixed,96180791.84,86.2,389,Very Poor,Biodegradable,Recycling,48.47534014,
Punjab,Ludhiana,4660983,4266601.491,Rural,Wind,329121719,70.4,332,Satisfactory,E-Waste,Landfill,35.87989759,
Meghalaya,Shillong,6828411,6061632.018,Rural,Mixed,440653980.6,88.6,194,Moderate,Non-Biodegradable,Incineration,74.17326307,
Jharkhand,Dhanbad,4123859,3382307.769,Urban,Hydro,405318049.7,94,229,Severe,Biodegradable,Recycling,24.50884369,
Lakshadweep,Kavaratti,2523393,2389256.212,Urban,Mixed,249946416.4,54.7,40,Poor,E-Waste,Landfill,89.11604917,
Jharkhand,Jamshedpur,9525007,8402539.378,Rural,Solar,312364183.5,88.9,320,Very Poor,Non-Biodegradable,Recycling,38.67590317,
Chandigarh,Chandigarh,438391,380872.805,Rural,Hydro,127741172.9,44,287,Satisfactory,E-Waste,Recycling,26.58890588,
Chandigarh,Chandigarh,5095896,4540742.441,Urban,Wind,159561599.9,55.8,178,Moderate,Biodegradable,Composting,50.9694569,
Tripura,Agartala,5986610,3762633.518,Rural,Mixed,326236086.5,73.7,97,Severe,Mixed,Landfill,58.59267309,
Gujarat,Ahmedabad,4934268,4562710.519,Rural,Wind,37362894.96,45.6,96,Poor,E-Waste,Composting,75.05266981,
Punjab,Amritsar,8148911,6827550.434,Urban,Thermal,146986813.7,51.1,383,Very Poor,Biodegradable,Composting,49.30508776,
Mizoram,Aizawl,8890208,7576688.946,Suburban,Mixed,259324377.2,84,99,Very Poor,Non-Biodegradable,Recycling,78.88077312,
Assam,Guwahati,933855,783404.516,Rural,Hydro,83736815.18,43.7,295,Very Poor,Non-Biodegradable,Incineration,20.07303259,
Dadra and Nagar Haveli and Daman and Diu,Daman,822433,635723.6566,Suburban,Wind,442972692.3,68.1,357,Good,Mixed,Landfill,57.05265351,
Uttar Pradesh,Noida,6846997,4541781.868,Suburban,Wind,370726901.1,56.4,338,Moderate,Biodegradable,Landfill,44.03894891,
Jharkhand,Dhanbad,4722885,4301033.654,Rural,Mixed,337541047.8,93,367,Good,Biodegradable,Recycling,74.41893993,
Lakshadweep,Kavaratti,2457344,2246471.538,Rural,Hydro,329526293.8,57.2,56,Poor,Biodegradable,Composting,38.9583452,
Maharashtra,Nagpur,1888435,1782124.237,Suburban,Solar,274288247.9,72.5,217,Poor,Biodegradable,Landfill,79.54023568,
Haryana,Faridabad,3935421,3294717.821,Urban,Wind,353363898.4,62.2,250,Satisfactory,E-Waste,Recycling,53.95820748,
Uttarakhand,Haridwar,9684381,6373042.444,Suburban,Mixed,423029303.5,56.3,151,Poor,Non-Biodegradable,Recycling,72.2216118,
Jharkhand,Ranchi,9868982,6417504.213,Suburban,Solar,280161019.1,85.8,281,Good,Mixed,Recycling,59.85934256,
Manipur,Imphal,627499,551204.1288,Urban,Solar,199918138.8,69.9,65,Good,Non-Biodegradable,Composting,47.20584233,
Sikkim,Gangtok,1175412,718954.3366,Rural,Wind,55748984.08,87.2,393,Severe,Non-Biodegradable,Recycling,37.0992886,
Delhi,New Delhi,9544625,7743067.046,Rural,Wind,84591960.45,68.3,67,Moderate,E-Waste,Landfill,76.31784709,
Arunachal Pradesh,Itanagar,1883082,1725681.406,Urban,Solar,495006671,51.3,261,Severe,Non-Biodegradable,Recycling,33.58321939,
Delhi,New Delhi,6287193,4067316.105,Rural,Mixed,401290205.2,49.4,77,Good,Mixed,Incineration,45.84665999,
Maharashtra,Mumbai,9385033,8796109.881,Rural,Thermal,385371484.5,52.1,188,Good,Biodegradable,Composting,77.52553083,
Jharkhand,Ranchi,4832817,3198546.772,Rural,Mixed,233001996.9,87.4,192,Poor,Non-Biodegradable,Recycling,42.17278097,
Chandigarh,Chandigarh,8095711,5258541.356,Urban,Solar,320240898.9,80,332,Good,Mixed,Landfill,73.52301663,
Dadra and Nagar Haveli and Daman and Diu,Diu,7893289,4854897.19,Suburban,Thermal,154794698.3,58.4,201,Good,E-Waste,Landfill,66.37394676,
Manipur,Imphal,9915654,6624617.009,Suburban,Thermal,129740850.2,74.9,183,Poor,E-Waste,Incineration,29.51747358,
Maharashtra,Pune,4566730,3131132.035,Rural,Thermal,137530858.6,82.5,194,Poor,Mixed,Incineration,25.05396145,
Delhi,New Delhi,332213,303791.0996,Rural,Hydro,267060241.7,83.7,295,Severe,Mixed,Incineration,58.20133378,
Andaman and Nicobar Islands,Port Blair,3623907,3408390.728,Urban,Hydro,324323676,91.5,146,Moderate,Biodegradable,Incineration,38.19911782,
Uttarakhand,Dehradun,5388362,4685434.561,Urban,Hydro,440539753.8,66.8,167,Satisfactory,Biodegradable,Recycling,61.06174696,
Rajasthan,Jaipur,1644110,1330208.951,Suburban,Wind,382176474.9,55.3,358,Very Poor,Mixed,Landfill,83.59339812,
Himachal Pradesh,Mandi,879528,576937.4411,Rural,Solar,370946961.2,54,228,Poor,Mixed,Incineration,87.75806219,
Punjab,Ludhiana,560842,530394.5331,Urban,Solar,244257524.9,50.9,374,Very Poor,Biodegradable,Incineration,75.22566801,
Puducherry,Puducherry,4411796,3686254.407,Suburban,Mixed,355207523.7,54.6,82,Satisfactory,Biodegradable,Composting,61.06033926,
Manipur,Churachandpur,7056077,6488656.145,Rural,Solar,144296976,48.6,328,Satisfactory,Non-Biodegradable,Composting,81.52173303,
Telangana,Warangal,5135035,3234550.482,Urban,Wind,415424475,53.2,342,Satisfactory,E-Waste,Composting,45.35312583,
Meghalaya,Shillong,4132158,2935347.417,Rural,Hydro,350280675,87.2,210,Good,Biodegradable,Incineration,57.1219511,
Dadra and Nagar Haveli and Daman and Diu,Daman,4822308,4521888.176,Rural,Wind,29434829.8,57.2,44,Severe,Non-Biodegradable,Composting,77.15398973,
Karnataka,Bengaluru,1712244,1502458.317,Suburban,Thermal,152299463.7,93.2,338,Good,Mixed,Incineration,31.32900257,
Haryana,Faridabad,940432,793065.58,Suburban,Thermal,59525415.58,74.2,265,Moderate,E-Waste,Incineration,69.63561931,
Assam,Silchar,8697112,6770862.982,Suburban,Wind,52289422.44,42.4,213,Satisfactory,E-Waste,Incineration,63.56853949,
Odisha,Rourkela,4121001,3113343.77,Suburban,Thermal,162256416.1,67.2,275,Poor,E-Waste,Landfill,49.65719098,
Assam,Guwahati,6755547,4357853.683,Rural,Mixed,409399437.4,63.9,317,Very Poor,Biodegradable,Landfill,52.96829817,
Dadra and Nagar Haveli and Daman and Diu,Daman,531178,488113.3706,Urban,Solar,170525955,65.1,232,Severe,Non-Biodegradable,Recycling,87.15236207,
Tripura,Udaipur,3283335,2201405.689,Suburban,Solar,136376955.2,46.8,230,Very Poor,Biodegradable,Incineration,23.1684713,
Dadra and Nagar Haveli and Daman and Diu,Diu,7506383,6021338.138,Rural,Wind,71979884.55,50.2,272,Good,Non-Biodegradable,Recycling,44.76682437,
Karnataka,Bengaluru,7877040,6361715.183,Urban,Mixed,4591679.2,75.8,218,Moderate,E-Waste,Composting,74.21405546,
Meghalaya,Tura,3963175,3493365.557,Rural,Hydro,330198145.8,84.2,40,Poor,Biodegradable,Incineration,75.33123231,
Mizoram,Aizawl,5385713,4559776.921,Suburban,Hydro,373041499.6,74.7,199,Severe,Non-Biodegradable,Incineration,61.96907334,
Telangana,Warangal,9655969,6947255.585,Suburban,Thermal,221008535.9,40.3,361,Good,E-Waste,Landfill,49.54857554,
Mizoram,Aizawl,1124509,842509.6954,Rural,Thermal,126683705.6,65,353,Satisfactory,Mixed,Recycling,28.61367137,
Punjab,Amritsar,3285229,2506681.873,Suburban,Solar,136487907.7,45,371,Very Poor,E-Waste,Recycling,27.20305519,
Sikkim,Gangtok,4989704,3171271.672,Rural,Wind,230994571.6,56.7,209,Severe,Biodegradable,Incineration,51.3787238,
Goa,North Goa,2533517,1548484.137,Rural,Solar,132323419.1,49.3,354,Good,E-Waste,Composting,32.53354622,
Gujarat,Ahmedabad,82351,54608.38063,Urban,Thermal,294942723.4,87.7,153,Good,Biodegradable,Incineration,85.51238777,
Maharashtra,Nagpur,3360822,2382263.03,Suburban,Wind,361438069.2,62.9,267,Poor,Mixed,Landfill,17.97830865,
Karnataka,Hubballi,51962,43573.43636,Urban,Wind,269917261.6,52.9,50,Good,Mixed,Landfill,55.03220622,
Kerala,Thiruvananthapuram,5155973,4457830.77,Urban,Solar,213587687.7,58.7,169,Moderate,E-Waste,Recycling,40.52303105,
Chhattisgarh,Durg,3799790,3545658.272,Rural,Mixed,409755673.1,42.9,217,Good,Mixed,Composting,17.27597505,
Chhattisgarh,Durg,4076680,3525534.393,Rural,Thermal,464931689.4,65.6,235,Good,Non-Biodegradable,Recycling,47.60799596,
Punjab,Patiala,4011060,3609546.051,Suburban,Solar,129963333.1,60.1,94,Poor,Biodegradable,Incineration,70.04099051,
Manipur,Imphal,2954787,1921081.678,Rural,Solar,85715200.78,85.9,227,Very Poor,E-Waste,Recycling,89.490802,
Uttar Pradesh,Kanpur,5359543,5003122.488,Suburban,Hydro,278818501.1,83.6,241,Very Poor,Biodegradable,Landfill,42.74991658,
Ladakh,Leh,8833838,7686625.095,Rural,Mixed,98206738.78,77.3,135,Very Poor,Mixed,Landfill,25.90016197,
Chandigarh,Chandigarh,3325191,2731613.323,Suburban,Hydro,360576585.3,87,255,Satisfactory,Mixed,Composting,34.42627684,
Telangana,Warangal,7631705,6995013.989,Suburban,Thermal,410307968.9,45.8,71,Poor,E-Waste,Landfill,29.51303855,
Tamil Nadu,Chennai,190860,157768.8791,Urban,Thermal,98997298.6,46.8,257,Severe,E-Waste,Composting,84.29924101,
Himachal Pradesh,Kangra,1169226,878700.9176,Rural,Solar,39645597.17,62.2,166,Satisfactory,Non-Biodegradable,Recycling,79.03716427,
Assam,Dibrugarh,4330166,4067599.376,Urban,Mixed,384140838.9,46.3,50,Good,Non-Biodegradable,Composting,85.60029694,
Dadra and Nagar Haveli and Daman and Diu,Silvassa,3306414,2454716.687,Suburban,Mixed,17080544.53,95,394,Poor,Mixed,Composting,66.58423535,
Gujarat,Vadodara,6688755,5450569.023,Urban,Solar,332581969,63.4,106,Poor,Biodegradable,Landfill,49.05871084,
Sikkim,Namchi,7776520,4667150.46,Suburban,Mixed,245612789.2,61.7,73,Poor,Mixed,Incineration,68.19943625,
Maharashtra,Nagpur,1840476,1361923.686,Rural,Mixed,248235278.8,53.5,100,Good,Non-Biodegradable,Landfill,74.17829382,
Andaman and Nicobar Islands,Port Blair,1996897,1606455.967,Suburban,Solar,18327074.84,72.7,294,Good,Biodegradable,Incineration,76.19847657,
Meghalaya,Shillong,7852948,7128038.204,Rural,Mixed,38110642.98,93,253,Severe,Non-Biodegradable,Landfill,75.21585229,
Lakshadweep,Kavaratti,1772881,1197243.903,Rural,Hydro,394877648,52.8,310,Moderate,E-Waste,Composting,26.78011904,
Jharkhand,Dhanbad,5648616,4298806.307,Suburban,Wind,332391276.1,84.6,51,Moderate,Non-Biodegradable,Incineration,31.48012703,
Gujarat,Ahmedabad,8831982,8261488.385,Rural,Mixed,490846619.7,43,277,Satisfactory,Non-Biodegradable,Incineration,44.50955876,
Tripura,Agartala,4873713,3508250.058,Suburban,Mixed,16126216.49,48.2,55,Moderate,Mixed,Landfill,38.54807038,
Uttarakhand,Nainital,190676,137244.4455,Suburban,Thermal,375884061.9,68.9,248,Satisfactory,E-Waste,Recycling,53.75884983,
Manipur,Churachandpur,2412512,1672998.141,Urban,Hydro,128499309.6,79.6,338,Very Poor,E-Waste,Incineration,60.42758635,
Jammu and Kashmir,Srinagar,946857,853037.5845,Suburban,Solar,57680393.57,42.8,216,Satisfactory,E-Waste,Recycling,47.31099538,
West Bengal,Darjeeling,4612342,3841710.136,Rural,Wind,374627687.7,46.8,88,Very Poor,Mixed,Composting,73.85484652,
Himachal Pradesh,Shimla,4493781,3909525.145,Suburban,Solar,101586038.1,59.8,393,Satisfactory,Non-Biodegradable,Landfill,65.89102693,
Gujarat,Rajkot,1861443,1143851.186,Rural,Wind,322178547.1,51.4,220,Satisfactory,Mixed,Incineration,46.43995516,
Meghalaya,Shillong,8464590,5814559.321,Urban,Wind,464590638.5,42.8,388,Good,Biodegradable,Landfill,69.22484984,
Uttar Pradesh,Noida,3748487,2824150.029,Rural,Mixed,393675097.4,82.7,308,Severe,E-Waste,Landfill,72.41260159,
Puducherry,Puducherry,8289322,5085602.313,Rural,Hydro,464846992.4,87.3,372,Moderate,Biodegradable,Landfill,84.03971553,
Mizoram,Lunglei,6161221,4405802.668,Rural,Wind,290133601.5,66.8,44,Severe,Non-Biodegradable,Incineration,25.52741123,
Tamil Nadu,Madurai,852527,743566.1175,Urban,Thermal,261768953.4,46.9,252,Poor,E-Waste,Landfill,58.36093804,
Haryana,Faridabad,1652786,1554321.812,Urban,Solar,434784122.7,88.4,283,Severe,Biodegradable,Composting,83.51991385,
Arunachal Pradesh,Tawang,4493258,3217842.011,Suburban,Solar,493785955.9,80.7,294,Good,Biodegradable,Landfill,55.12888382,
Delhi,New Delhi,1158504,1099375.506,Suburban,Hydro,345954478.8,51.4,344,Very Poor,Biodegradable,Recycling,64.28381939,
Jammu and Kashmir,Srinagar,4248588,3517017.924,Urban,Wind,72267685.79,82.2,324,Very Poor,Mixed,Incineration,44.25194912,
Andaman and Nicobar Islands,Port Blair,2186730,1361242.353,Rural,Wind,94241017.93,55.4,167,Moderate,Biodegradable,Recycling,51.80920128,
Assam,Guwahati,514274,383102.0087,Suburban,Mixed,431456835.4,80.5,330,Satisfactory,Mixed,Incineration,76.4629484,
Haryana,Faridabad,7036520,4737461.598,Rural,Wind,472615923.7,58.7,311,Poor,E-Waste,Incineration,85.39225125,
Arunachal Pradesh,Ziro,344345,233485.6559,Rural,Solar,315491494.6,71.8,193,Poor,E-Waste,Incineration,74.32567927,
Delhi,New Delhi,2637110,1664562.325,Suburban,Solar,42447180.82,52.3,170,Moderate,Non-Biodegradable,Composting,31.95345848,
Punjab,Patiala,6495991,4381201.38,Urban,Solar,254487746.7,86.5,189,Satisfactory,Biodegradable,Landfill,13.66920022,
Andaman and Nicobar Islands,Port Blair,8991161,8521727.814,Suburban,Wind,312882236.5,67,97,Severe,Biodegradable,Landfill,86.67548755,
Mizoram,Lunglei,4935421,3903824.302,Urban,Solar,326058334.7,61.5,133,Moderate,Biodegradable,Recycling,34.87045018,
Jharkhand,Jamshedpur,377865,237869.6518,Rural,Thermal,83652483.42,68.9,309,Poor,E-Waste,Recycling,46.87781915,
Sikkim,Namchi,4977504,3629813.417,Urban,Hydro,35964607.64,73.3,148,Good,E-Waste,Composting,57.3681123,
Goa,North Goa,8303839,6761407.787,Rural,Solar,492093805.2,65.1,182,Satisfactory,Non-Biodegradable,Landfill,22.46552323,
Lakshadweep,Kavaratti,9813241,7976525.219,Urban,Wind,353934212,72.5,248,Poor,Non-Biodegradable,Composting,37.15481187,
Delhi,New Delhi,5037235,4522145.007,Rural,Wind,383748082.2,63.1,101,Satisfactory,Biodegradable,Landfill,73.69087836,
Kerala,Kozhikode,2369922,1887694.319,Urban,Wind,207708686.8,61.2,343,Good,Biodegradable,Recycling,15.67187184,
Kerala,Thiruvananthapuram,9156595,8011930.674,Rural,Wind,102526387.6,74,399,Satisfactory,Mixed,Incineration,57.037658,
Meghalaya,Tura,1131587,705549.2418,Urban,Wind,30829598.86,54.5,281,Severe,Biodegradable,Incineration,21.33333515,
Tripura,Udaipur,5226147,3717790.552,Urban,Thermal,280051955,48.1,259,Good,Mixed,Incineration,16.57148621,
Sikkim,Namchi,3025357,2726328.023,Rural,Thermal,128147457,42.8,175,Poor,Mixed,Composting,70.79409658,
Uttarakhand,Haridwar,4470081,3611198.486,Rural,Wind,188492411,54.6,90,Satisfactory,Biodegradable,Landfill,39.45355157,
Telangana,Hyderabad,282480,230623.7435,Suburban,Thermal,91096134.1,92.4,308,Satisfactory,E-Waste,Incineration,56.68431803,
Kerala,Thiruvananthapuram,2398502,1983866.22,Suburban,Mixed,462584982.6,48.2,274,Satisfactory,E-Waste,Incineration,71.47481298,
Nagaland,Kohima,3541826,3036033.308,Urban,Thermal,165249160,60.4,85,Good,Mixed,Composting,73.43582011,
Meghalaya,Tura,4342802,3559477.087,Rural,Wind,82832879.1,54.9,115,Satisfactory,Mixed,Recycling,23.25586193,
Bihar,Gaya,2964422,2594401.525,Suburban,Mixed,21487537.37,43.6,143,Satisfactory,E-Waste,Composting,28.44250072,
Kerala,Kochi,2437811,1512903.387,Urban,Mixed,131078533.1,83.9,163,Moderate,Biodegradable,Landfill,59.90126117,
Ladakh,Kargil,8909485,7218339.28,Suburban,Solar,271473056.5,70.4,223,Severe,E-Waste,Composting,56.3874971,
Sikkim,Namchi,9963655,8997276.55,Urban,Solar,437253751.3,82.6,228,Very Poor,Mixed,Composting,66.16053556,
Nagaland,Dimapur,5865954,5345335.929,Urban,Hydro,252449422.5,53.8,303,Moderate,Non-Biodegradable,Landfill,22.33224546,
Ladakh,Kargil,5551335,4806549.146,Urban,Hydro,336105834.2,75.9,244,Good,Biodegradable,Landfill,42.98501823,
Uttarakhand,Haridwar,5719074,5238736.066,Suburban,Thermal,137105427.2,87.8,370,Very Poor,E-Waste,Composting,13.24544278,
Odisha,Cuttack,2988340,2654890.7,Suburban,Thermal,482197557.9,85.3,200,Severe,Biodegradable,Composting,13.38009421,
Maharashtra,Nagpur,211324,128877.5256,Suburban,Mixed,79488443.62,60.8,347,Severe,E-Waste,Landfill,21.31849211,
Tripura,Agartala,8244991,6453801.165,Suburban,Thermal,423195427.9,93.6,343,Good,E-Waste,Composting,32.84047227,
Lakshadweep,Kavaratti,3339496,2023179.534,Urban,Solar,232905058.4,74.8,346,Severe,Mixed,Landfill,77.18654044,
Telangana,Warangal,3902625,3137526.968,Suburban,Hydro,76248840.95,75.1,321,Poor,Non-Biodegradable,Incineration,53.50209096,
Tamil Nadu,Coimbatore,2799673,2353064.124,Suburban,Mixed,304596159.2,68.5,303,Good,Non-Biodegradable,Composting,63.18768522,
Chhattisgarh,Bilaspur,476265,292868.7299,Rural,Hydro,484548109,73.2,181,Severe,Biodegradable,Composting,36.40496458,
Dadra and Nagar Haveli and Daman and Diu,Silvassa,7611924,6936856.499,Urban,Wind,45453743.68,57.8,159,Moderate,Non-Biodegradable,Incineration,59.89448775,
Telangana,Warangal,9494046,7197859.542,Urban,Mixed,89518385.76,58.7,314,Moderate,Biodegradable,Incineration,82.43843659,
