state,population_x,peak_demand_MW_x,annual_generation_GWh_x,total_installed_capacity_MW_x,coal_MW_x,gas_MW_x,hydro_MW_x,nuclear_MW_x,solar_utility_MW_x,solar_rooftop_MW_x,wind_MW_x,biomass_MW_x,other_renewables_MW_x,renewables_share_percent_x,CO2_emissions_MtCO2_x,TnD_losses_percent_x,storage_capacity_MWh_x,pumped_hydro_MW_MWh_x,battery_storage_MW_MWh_x,microgrid_projects_count_x,stranded_renewable_capacity_MW_x,avg_retail_tariff_INR_per_kWh_x,domestic_tariff_INR_per_kWh_x,industrial_tariff_INR_per_kWh_x,commercial_tariff_INR_per_kWh_x,major_DISCOMs_x,RPO_target_percent_x,recent_policies_notes_x,major_projects_under_construction_x,grid_constraints_notes_x,resource_score_solar_x,resource_score_wind_x,notes_x,year,CO2_per_MWh,renewables_to_demand_ratio,population_y,peak_demand_MW_y,annual_generation_GWh_y,total_installed_capacity_MW_y,coal_MW_y,gas_MW_y,hydro_MW_y,nuclear_MW_y,solar_utility_MW_y,solar_rooftop_MW_y,wind_MW_y,biomass_MW_y,other_renewables_MW_y,renewables_share_percent_y,CO2_emissions_MtCO2_y,TnD_losses_percent_y,storage_capacity_MWh_y,pumped_hydro_MW_MWh_y,battery_storage_MW_MWh_y,microgrid_projects_count_y,stranded_renewable_capacity_MW_y,avg_retail_tariff_INR_per_kWh_y,domestic_tariff_INR_per_kWh_y,industrial_tariff_INR_per_kWh_y,commercial_tariff_INR_per_kWh_y,major_DISCOMs_y,RPO_target_percent_y,recent_policies_notes_y,major_projects_under_construction_y,grid_constraints_notes_y,resource_score_solar_y,resource_score_wind_y,notes_y,total_generation_MW,coal_MW_pct,gas_MW_pct,hydro_MW_pct,nuclear_MW_pct,solar_utility_MW_pct,solar_rooftop_MW_pct,wind_MW_pct,biomass_MW_pct,other_renewables_MW_pct,CO2_intensity_kg_per_MWh,grid_reliability_index,renewable_share_ratio,CO2_efficiency_score,ESS
Gujarat,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,7818.082569797489,2913.978307456001,5427.208590843604,871.6075153447932,766.9419747559165,24.039800977973687,688.6603150448487,11.772133050787255,282.4160517228414,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,2021,0.0883350840231976,0.3474696409891437,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,9772.60321224686,3642.472884320001,6460.962608147148,990.4630856190832,766.9419747559165,42.89366787592493,748.5438207009225,11.772133050787255,415.3177231218257,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,50435.052156570826,30.020507404539146,5.279303798283692,14.687091480275116,7.119429440977109,19.37660970768652,7.22210591358623,12.810460843957696,1.963838725781992,1.520652684912505,96016.39567738872,88.22786694921274,0.24039800977973688,0.22574231229700895,27.35179070595083
Haryana,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,4581.1451855172645,919.439113692868,1321.1642850311125,1032.9907577161812,1212.7782339985265,36.6801047932271,761.9272639528624,16.4880581505359,414.20427366551945,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,2021,0.0144767772596542,2.330783187524459,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,5726.43148189658,1149.298892116085,1572.8146250370387,1173.8531337683878,1212.7782339985265,29.725205273883027,828.1818086444156,16.4880581505359,609.123931861058,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,36451.14059594586,47.54064264739724,11.784138955456587,5.819476968946431,5.1305361543166965,15.709882841179132,3.1529847168730605,4.31485709177498,3.2203467836036523,3.327133840452205,15735.627456145914,83.51194184946411,0.36680104793227103,1.3774451154899832,31.925408333379657
Himachal Pradesh,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,3334.5523627190933,925.2590639803244,5381.605332573728,1584.5740828759838,486.2587018564673,56.11114704194952,198.1701579457111,18.46298711427181,236.55206721145933,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,2021,0.0026917247282838,0.7240239175845941,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,4168.190453398866,1156.5738299754053,6406.673014968725,1800.652366904527,486.2587018564673,38.216419883615934,215.40234559316423,18.46298711427181,347.8706870756755,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,36681.47987120559,41.40583056507997,4.338956975196958,13.341833820524116,2.696958755583025,11.363201452160691,3.153018455188604,17.465688509470052,4.908886918485565,1.3256245483110214,2925.7877481345827,81.53701288572819,0.5611114704194953,7.4082486648109525,41.71516085984983
Jharkhand,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,3041.597674209939,232.85829252645428,2409.8987527269696,262.8133574993818,803.8910169767522,19.164587999482173,308.331533568764,18.089836850623573,267.09516782528345,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,2021,0.0018384255049862,0.2339562579450332,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,3801.997092762424,291.0728656580678,2868.9270865797257,298.6515426129339,803.8910169767522,33.700403038083024,335.1429712703956,18.089836850623573,392.7870115077698,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,23930.098389258423,47.85646664258926,5.86640188700909,10.031887448655622,2.544840983662997,15.887929213316724,1.2163462971331642,11.988780990000064,1.2480163589590192,3.3593301786740546,1998.2885923763265,81.91016314937643,0.19164587999482172,10.846763205940546,28.386573112044374
Karnataka,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,8160.687810885118,2638.76307193753,2087.107352333244,2571.7037928005643,1252.962082702901,37.10459956660495,976.7890006257963,20.3167021740112,1103.9434346088008,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,2021,0.0098749342940049,1.3416301013675105,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,10200.859763606397,3298.453839921913,2484.6516099205287,2922.390673637005,1252.962082702901,44.04989683303105,1061.727174593257,20.3167021740112,1623.4462273658835,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,45764.73367509041,32.044994367808414,5.59443628096264,16.15772980735975,2.152942710838152,22.2897828621227,7.207414039245793,5.429184025324977,6.385682683930165,2.7378332224074198,10733.624232614107,79.6832978259888,0.3710459956660495,2.0193517780116537,31.586240103044403
Kerala,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,3408.679757362137,731.8323444045277,2135.375942622319,1462.564320874072,552.1088655606984,52.33046037844376,321.07047515079427,18.25052234987664,395.1729264551115,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,2021,0.0080660840384573,0.1997690158056394,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,4260.849696702671,914.7904305056596,2542.114217407523,1662.0049100841725,552.1088655606984,34.92412865815878,348.9896469030372,18.25052234987664,581.1366565516346,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,28438.413503383137,35.920521177494216,13.560516914616471,11.304208490549756,4.2906247591807976,14.982726431612598,3.2167421378721874,8.939015592782994,5.844225135436807,1.941419360454188,8767.482650497104,81.74947765012337,0.5233046037844375,2.4721991525594094,38.27095934242594
Madhya Pradesh,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,8530.568731031975,1309.5098006032504,5121.267217549547,1723.0817708284335,1563.8663732287716,13.388792466933204,870.2944582865226,21.916545749556537,376.9961623758479,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,2021,0.0068769168513312,9.594265393912137,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,10663.21091378997,1636.887250754063,6096.746687558985,1958.0474668504928,1563.8663732287716,46.47004150476558,945.9722372679594,21.916545749556537,554.4061211409528,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,47167.50401424642,30.754125803218745,11.785447322649109,5.6155238413290425,5.374861528037512,22.607112961858792,3.4703707244285376,12.925735238645512,4.151263688362832,3.315558891469905,7474.909621012219,78.08345425044347,0.13388792466933203,2.899695685645378,22.132086111120127
Maharashtra,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,6790.12301051157,1876.414526483181,4232.598438232347,1756.9737105717502,938.0984366546344,30.46612087800972,233.1774115792148,10.012110729877689,593.4013129506744,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,2021,0.0044348855334781,0.3246740144391761,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,8487.653763139462,2345.518158103976,5038.807664562318,1996.5610347406248,938.0984366546344,43.99748346048399,253.45370823827696,10.012110729877689,872.6489896333449,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,42744.806243502666,42.09177189196038,8.159172596371638,3.3988494081653324,2.3527226430186623,19.856573251936567,5.487258837348225,11.788116750039617,4.670885682267207,2.1946489388923784,4820.5277537806105,89.98788927012231,0.30466120878009717,4.496388006819206,31.982581407956033
Manipur,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,176.7529839926966,27.47011196528074,300.94769673060074,147.30934129708004,25.303442652064028,40.01431816875732,41.42770888779052,24.513753874249687,18.684890493949016,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2021,0.0003048620861563,0.0852580862388159,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,220.9412299908708,34.337639956600924,358.2710675364295,167.39697874668187,25.303442652064028,31.292916882574733,45.03011835629404,24.513753874249687,27.47778013816032,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2576.462788394145,45.62251183745754,14.54443204179352,3.967959626668408,4.5721796115058,8.575370503549124,1.3327434850321611,13.90554015180372,6.4971626798078805,0.9821000623818492,331.3718327786742,75.48624612575031,0.4001431816875732,65.40979357504756,57.266893922672025
Meghalaya,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,3127.5869286302755,1019.551702535673,4173.12334336537,958.2657864988404,524.3490626581103,36.52726691399526,431.93498020204447,20.51311830120101,240.16805173883287,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,2021,0.0032594192546128,3.2329365021011,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,3909.483660787844,1274.4396281695913,4968.003980196869,1088.9383937486823,524.3490626581103,36.29917384576538,469.4945436978744,20.51311830120101,353.1883113806366,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,32411.79751239328,32.37680853990004,11.705600309707568,13.244408346023558,6.374008958603422,12.061915601234324,3.9320239109919295,15.327764460756166,3.3596976327286554,1.6177722400543049,3542.847015883567,79.48688169879898,0.3652726691399526,6.117950642933038,32.95546336253112
Mizoram,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1576.1266965761868,1862.11870489144,2774.5330966552806,1065.0037037305888,550.1805495133433,39.34121465610552,285.8033032016088,13.944559474458156,418.9456232073717,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,2021,0.0075739579488964,0.2778203619580659,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1970.1583707202333,2327.6483811143,3303.0155912562864,1210.2314815120326,550.1805495133433,35.15155677679773,310.6557643495748,13.944559474458156,616.0965047167232,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,26631.06625279028,37.3663521862655,13.385563388586936,9.23863168554308,4.857895962806735,7.397970295364383,8.740349931991249,12.402866486467518,4.5444349468554615,2.065935116119123,8232.56298793096,86.05544052554184,0.3934121465610552,2.632832959846652,34.00070715148924
Nagaland,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,9070.399228399972,988.0932017224286,4147.45881629114,1656.2980917580676,1705.7526330804492,30.070860008345427,586.8114583287506,11.844073720100624,688.3463115758931,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,2021,0.0029393628415727,1.083043106525441,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,11337.999035499965,1235.1165021530358,4937.450971775166,1882.1569224523496,1705.7526330804492,44.16487459832575,637.8385416616854,11.844073720100624,1012.2739876116076,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,47772.07284487748,35.47677193980527,5.051231530428216,10.991123521362208,4.31599841007857,23.733529571379528,2.585436278144408,10.335433816756815,3.9398686520552975,3.5706062799897,3194.959610405209,88.15592627989938,0.3007086000834543,6.784111795356713,32.37317397746074
Odisha,126000000,36585,71883,36664,13076.080330586648,2204.701472771685,2460.1279257098868,1806.164753979734,5139.397416528787,1621.5673219786554,1680.5161968797172,3009.009684476749,606.0338837185793,18.95003258694117,406.5039391771501,20.219576677026456,1183.2938974183191,558.1370308167494,990.3533612415118,71,760,8.62,9.07,9.73,10.03,DISCOM-1,14.901392175473228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,7.5,Notes placeholder,2021,0.0056550775451379,0.3129832067750145,126000000,36585,71883,36664,13076.080330586648,2204.701472771685,2460.1279257098868,1806.164753979734,6424.246770660984,2026.9591524733191,2000.6145200949013,3419.3291869053965,606.0338837185793,42.54959363161348,441.8521078012501,20.219576677026456,1740.1380844387047,558.1370308167494,990.3533612415118,71,760,8.62,9.07,9.73,10.03,DISCOM-1,14.901392175473228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,7.5,Notes placeholder,34024.25799690113,38.43163995458063,6.479792955286448,7.230511613020191,5.30846184549928,18.88137214115321,5.957394141138747,5.879965171546472,10.049680399251685,1.781181778523358,6146.823418628189,79.78042332297355,0.1895003258694117,3.526205602873094,24.946579940520415
Punjab,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,1115.249146417236,457.1234543784021,2738.761937963769,1510.310529760106,755.9367112676489,52.84060445306814,440.2715941612988,19.947846774524177,409.405276866705,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,2021,0.0023361912487267,0.1271613164814223,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,1394.0614330215449,571.4043179730027,3260.4308785282965,1716.261965636484,755.9367112676489,26.732253095873972,478.5560806101074,19.947846774524177,602.0665836275074,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,28797.03135690852,52.570958992884165,10.682373425982256,6.032304970110825,3.982109515148775,4.84099008590031,1.9842473027551173,11.322107609352956,5.959857265720365,2.625050832145227,2539.338313833434,80.05215322547582,0.5284060445306814,8.535673667648217,40.56094189338171
Rajasthan,60000000,20244,15778,13743,4723.154490502305,1328.8040978591605,1798.723565162855,173.47031875246995,573.2307393744956,953.1011726718356,1069.6587825464226,923.5206965657048,290.9230392056002,25.670561510000407,132.82273655411282,23.8451771525548,268.26626645460647,252.0340993508873,261.8842657187018,63,811,7.23,6.85,8.27,6.78,DISCOM-1,11.47258446690811,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.2,7.8,Notes placeholder,2021,0.0084182238911213,0.173854544119663,60000000,20244,15778,13743,4723.154490502305,1328.8040978591605,1798.723565162855,173.47031875246995,716.5384242181194,1191.3764658397945,1273.403312555265,1049.4553370064828,290.9230392056002,36.04137560086512,144.37253973273133,23.8451771525548,394.5092153744213,252.0340993508873,261.8842657187018,63,811,7.23,6.85,8.27,6.78,DISCOM-1,11.47258446690811,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.2,7.8,Notes placeholder,12545.849051102052,37.64714903920682,10.591583658042143,14.337200757288338,1.3826909445975837,5.711358564091581,9.496180457672107,10.149997081651534,8.364960655367494,2.318878842082394,9150.24335991452,76.1548228474452,0.25670561510000406,2.368785432919977,26.446703346657195
Sikkim,112000000,29786,152019,4680,1643.3785071701843,709.6596753559721,289.9440406766103,152.13205788868524,1018.9302522594462,284.1711658038041,635.5694093444695,342.1654477688252,110.05903535223683,57.72884599172064,106.34903424013622,18.188609683741465,53.49316287548229,26.879195246231127,29.134342853363016,26,943,6.82,6.68,7.31,6.43,DISCOM-1,16.191316774642793,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.7,5.8,Notes placeholder,2021,0.0006995772517917,0.0765741044509684,112000000,29786,152019,4680,1643.3785071701843,709.6596753559721,289.9440406766103,152.13205788868524,1273.6628153243078,355.21395725475514,756.6302492196065,388.8243724645741,110.05903535223683,50.78595012304265,115.59677634797414,18.188609683741465,78.66641599335631,26.879195246231127,29.134342853363016,26,943,6.82,6.68,7.31,6.43,DISCOM-1,16.191316774642793,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.7,5.8,Notes placeholder,5679.504710706932,28.935243315708632,12.495097926728196,5.1050937616093774,2.6786148729111496,22.42559660040803,6.25431222171733,13.32211676474564,6.846096486751163,1.9378280494204876,760.4100562954245,81.81139031625854,0.5772884599172063,28.50430895697859,50.8555400427314
Tamil Nadu,6000000,16929,638,25349,16569.838624491862,1497.0497497119068,4336.567645860849,695.7079823819261,5641.43859556621,992.4130628755436,2802.117168514249,833.9552819330403,1103.2702010032936,55.37110641016928,631.0825993144832,12.04298197670826,590.5069553866944,387.3067195097037,588.3609423500274,87,858,7.88,8.62,7.02,9.08,DISCOM-4,11.974276371638904,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.4,4.0,Notes placeholder,2021,0.989157679176306,0.6066468254999731,6000000,16929,638,25349,16569.838624491862,1497.0497497119068,4336.567645860849,695.7079823819261,7051.798244457762,1240.5163285944295,3335.8537720407726,947.6764567420912,1103.2702010032936,37.193461392994266,685.95934708096,12.04298197670826,868.3925814510212,387.3067195097037,588.3609423500274,87,858,7.88,8.62,7.02,9.08,DISCOM-4,11.974276371638904,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.4,4.0,Notes placeholder,36778.27900528489,45.05332786808987,4.070472545756659,11.791110848981546,1.8916273441776756,19.173812465353382,3.372959154549272,9.070173652120657,2.576728662605213,2.9997874583657334,1075171.3904090282,87.95701802329174,0.5537110641016928,0.020159542350166555,39.747909985666126
Telangana,26000000,7605,89170,40714,17948.084880745202,5010.346429714905,4950.799163172136,992.0241382189284,7993.105353023546,2784.362988575652,1294.2988381522234,2004.8224434159067,1195.3027657925927,21.10390509645507,504.94156954777816,11.167451832631858,581.6419142959477,552.9580226329085,323.79740889816594,24,600,5.75,6.24,5.36,5.34,DISCOM-4,15.750694907724949,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.6,Notes placeholder,2021,0.0056626844179407,1.8509651049529687,26000000,7605,89170,40714,17948.084880745202,5010.346429714905,4950.799163172136,992.0241382189284,9991.381691279432,3480.4537357195645,1540.8319501812184,2278.2073220635302,1195.3027657925927,39.01071793686134,548.8495321171501,11.167451832631858,855.3557563175701,552.9580226329085,323.79740889816594,24,600,5.75,6.24,5.36,5.34,DISCOM-4,15.750694907724949,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.6,Notes placeholder,47387.432076887504,37.875200436318025,10.573154547782776,10.44749408480147,2.0934329942364043,21.08445478764944,7.344676812350636,3.251562455802993,4.807619282612891,2.522404598445383,6155.091758631268,88.83254816736815,0.2110390509645507,3.5214687333041823,27.616659165377328
Tripura,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,6044.976675433817,508.5760235611425,3672.78416397684,1618.5391218737473,1445.3930877511589,53.360912834372215,516.4452588938434,14.650871902717938,407.1652120361343,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,2021,0.0271927790066261,0.8176210385066298,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,7556.220844292271,635.7200294514281,4372.362099972429,1839.2490021292583,1445.3930877511589,31.73541153746846,561.3535422759168,14.650871902717938,598.772370641374,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,49940.88400235322,46.09847710366477,11.04716527091925,4.067134673120095,7.051811414827418,15.130330580324172,1.272945087278537,8.755075500398437,3.682852314033113,2.8942080554342047,29557.368485463187,85.34912809728206,0.5336091283437221,0.7333184342611009,38.70751812690973
Uttar Pradesh,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,2976.132718182249,960.9297712011912,802.1609044838863,252.0743450309806,201.66702294378217,15.59101114435227,339.01460855579694,12.283102528123583,352.41042402040927,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,2021,0.1113348468163536,0.1413244730420269,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,3720.165897727811,1201.1622140014888,954.9534577189122,286.448119353387,201.66702294378217,35.557031106679354,368.4941397345619,12.283102528123583,518.2506235594254,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,17899.12294041286,42.68185436123521,8.900858659620434,10.801038155166989,2.059217717298038,20.784068080388312,6.710732240904887,5.335196930587065,1.6003472366047666,1.1266866181943245,121016.13784386269,87.71689747187642,0.1559101114435227,0.1791080393476423,23.85142716785525
Uttarakhand,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,4038.906456572764,1432.8733125660297,2828.227404780708,1786.5433690263594,1465.401524258973,12.015495489240449,527.0880969758106,21.20553227823871,795.2474255158303,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,2021,0.0056647511147679,0.6369782471074115,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,5048.633070715954,1791.091640707537,3366.9373866437,2030.162919348136,1465.401524258973,33.299627294679865,572.9218445389245,21.20553227823871,1169.4815081115153,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,41148.28799859704,52.09366843296301,4.789462596613003,7.373716417552948,2.4435252581911797,12.269363602413028,4.352773171920553,8.182448287419627,4.933772504502142,3.561269728424512,6157.338168225998,78.7944677217613,0.12015495489240449,3.5201839799036203,21.973165332009888
West Bengal,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,6527.438510118432,1490.3820735072457,3434.2559746594,2060.320182286433,858.4957445862589,32.91912102817113,1179.088801910653,18.26884795636358,915.7573391792498,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,2021,0.0170061702495298,0.9845097807338076,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,8159.298137648039,1862.977591884057,4088.399969832619,2341.2729344164004,858.4957445862589,40.89714477014103,1281.618262946362,18.26884795636358,1346.70196938125,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,42326.77971936495,33.341102651604984,9.98161962826334,10.571254118505994,5.208878831484621,19.276916863852687,4.401415851231709,9.659133052265096,5.531422305073786,2.0282566977177523,18484.967662532446,81.73115204363643,0.32919121028171133,1.1725724152913553,29.982907786112282
