state,population,peak_demand_MW,annual_generation_GWh,total_installed_capacity_MW,coal_MW,gas_MW,hydro_MW,nuclear_MW,solar_utility_MW,solar_rooftop_MW,wind_MW,biomass_MW,other_renewables_MW,renewables_share_percent,CO2_emissions_MtCO2,TnD_losses_percent,storage_capacity_MWh,pumped_hydro_MW_MWh,battery_storage_MW_MWh,microgrid_projects_count,stranded_renewable_capacity_MW,avg_retail_tariff_INR_per_kWh,domestic_tariff_INR_per_kWh,industrial_tariff_INR_per_kWh,commercial_tariff_INR_per_kWh,major_DISCOMs,RPO_target_percent,recent_policies_notes,major_projects_under_construction,grid_constraints_notes,resource_score_solar,resource_score_wind,notes,year,CO2_per_MWh,renewables_to_demand_ratio
Telangana,26000000,7605,89170,40714,17948.084880745202,5010.346429714905,4950.799163172136,992.0241382189284,7493.536268459574,2610.3403017896735,1232.6655601449747,1936.4762237540006,1195.3027657925927,21.10390509645507,493.96457890543513,11.167451832631858,513.2134537905421,552.9580226329085,323.79740889816594,24,600,5.75,6.24,5.36,5.34,DISCOM-4,15.750694907724949,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.6,Notes placeholder,2020,0.005539582582768141,1.7453015587308642
Tripura,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,5667.165633219203,476.79002208857105,3497.889679977943,1563.3616518098695,1445.3930877511589,53.360912834372215,505.2181880483251,14.650871902717938,359.26342238482437,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,2020,0.026601631636916864,0.7734663482498507
Uttar Pradesh,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,2790.1244232958584,900.8716605011166,763.9627661751298,243.48090145037898,201.66702294378217,15.59101114435227,331.6447257611057,12.283102528123583,310.95037413565524,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,2020,0.10891452405947642,0.13303244100522352
Uttarakhand,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,3786.4748030369656,1343.3187305306528,2693.54990931496,1725.6384814459152,1465.401524258973,12.015495489240449,515.629660085032,21.20553227823871,701.6889048669092,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,2020,0.005541604351403398,0.6030301183661821
West Bengal,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,6119.47360323603,1397.2331939130427,3270.7199758660954,1990.0819942539404,858.4957445862589,32.91912102817113,1153.4564366517259,18.26884795636358,808.0211816287499,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,2020,0.0166364708962792,0.9309660304021208
Delhi,7000000,13191,118962,30027,17773.94808080767,3275.1613006561643,2978.402971681269,694.5731162445611,2446.81051082556,2054.0384997178667,4909.89270561384,1132.620446241616,1274.3983023459125,44.72226385714697,359.4770207683047,18.36049579033053,432.396466081137,294.1899131836958,372.1444268201113,14,425,8.39,7.69,9.65,7.7,DISCOM-4,12.126669493540945,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,5.6,Notes placeholder,2020,0.003021780238801506,0.7992845244787266
Jammu & Kashmir,149000000,28193,14170,47120,25991.3119806312,9097.52890920509,7140.8525765008535,3100.3541580280594,3694.318419256081,3213.629707370084,2804.5876469608015,3120.8904832232447,989.3942662464996,58.77008971816032,581.6960062719808,19.703124532365024,1054.7022910411774,798.9457038215977,976.2230921568254,18,341,6.91,7.39,7.67,7.66,DISCOM-1,11.725110378451935,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,6.3,Notes placeholder,2020,0.04105123544615249,0.455199030142596
Ladakh,136000000,12703,70933,30190,13439.698230084708,5256.193399242105,2967.213785129123,1261.6263363384828,2465.1753751161095,1820.192710837863,3171.595218362729,2061.61494228143,774.6937609066591,41.02499250032756,627.0722395521097,19.209666010920028,478.4134626975456,391.79177438027534,552.1082650409373,93,425,5.21,4.99,4.79,6.2,DISCOM-5,11.479776250106331,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.1,8.9,Notes placeholder,2020,0.008840345672001886,0.7493173460283501
Chandigarh,24000000,12742,148973,3495,1240.9476348469284,301.38875016796834,386.6180153984091,188.1792838385128,644.5426375314792,28.705049010656094,293.0079387684162,191.90840310219218,64.6384728804719,47.39919104703805,33.41998739747673,21.2887748586176,35.06874478725964,21.87425054386185,20.837214394487315,62,333,7.54,7.26,6.43,8.97,DISCOM-1,12.894391434792118,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,3.7,Notes placeholder,2020,0.00022433586889890604,0.09089342555428846
Puducherry,30000000,45012,181658,41672,18720.20086218788,6579.305991909008,2705.804023900697,448.202223131033,7220.408978151485,1675.700651246913,1810.7364149942432,1857.152279863066,807.0668599995367,24.86916838001172,1091.498997399482,19.13932883113253,1012.8888152823903,694.7271518955648,1154.7473319578116,77,513,5.57,5.39,4.86,6.43,DISCOM-4,11.57199629416339,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.3,Notes placeholder,2020,0.006008538007681919,0.2791255292867615
Andaman & Nicobar Islands,109000000,48820,177414,39638,24208.067993596804,6374.909124562683,3347.3667332207656,2198.486475681036,5803.334227259361,1802.0362295794364,2398.0305842816756,2360.7463506932445,503.1749552013432,13.26507623798803,1063.6500796864816,17.078341321663576,832.911039034594,426.9870644936573,710.1705346494712,81,984,8.11,8.39,7.52,7.39,DISCOM-3,13.157511099542958,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,4.9,Notes placeholder,2020,0.0059952995800020385,0.2532598810285481
Lakshadweep,112000000,8328,46454,4995,2416.779583552175,875.8353999283544,776.2512658117107,222.1489069469561,452.89208574433604,50.270113127227056,233.13254631444443,366.70173183672466,101.77560822856182,56.891500307135495,61.19536278461926,20.152729343460628,31.34555404997016,25.258403005630853,36.32415478761248,92,71,5.84,5.26,6.42,5.98,DISCOM-2,14.141820906151017,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.8,Notes placeholder,2020,0.0013173324748055983,0.1324443416213655
Andhra Pradesh,111000000,41761,144986,47678,32650.17571113491,8691.828834619275,4641.835797166749,3489.496424092952,5736.450033520862,1795.4951726420222,2702.5245515044717,775.9917827420406,919.4405826843108,12.10207431513345,790.5159548781464,23.33146863888829,1003.0881476132463,686.6404417148617,713.8742824821653,85,784,7.09,7.69,7.96,7.57,DISCOM-3,15.268163195105704,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,8.4,Notes placeholder,2021,0.005452360606390592,0.2636541639426594
Arunachal Pradesh,147000000,48788,92079,7212,3556.0585390750125,774.6694951271061,650.125339870969,214.39608995742145,1276.3976283492955,190.4918127743556,848.0022416132837,92.30950771409498,201.9822834186841,53.15705662932418,170.29179442111578,16.980783099236817,57.677724773099065,26.44779134892414,28.414049492194167,91,352,8.18,7.51,7.7,7.94,DISCOM-5,17.119727939654062,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.5,4.4,Notes placeholder,2021,0.001849409685390977,0.04934002604023592
Assam,35000000,2674,62256,46849,32223.597935464728,5000.813478088994,8743.676227509646,822.4548231572181,6215.174839761337,3490.6555332232356,6745.584885957844,1315.0627617214361,788.9884894020269,44.30718209890976,485.69245267356445,15.753026640808937,914.7925373427349,685.0489344723821,500.17799984318657,100,848,5.02,4.72,5.45,5.02,DISCOM-3,10.193110024505271,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,7.4,Notes placeholder,2021,0.007801536441042862,6.644157823733678
Bihar,122000000,25764,15341,3472,2069.9944017292974,418.5324749307716,346.4431967656589,176.81848478631647,658.836056473112,255.19487154997196,234.54292982210288,120.21862245275814,153.14260709510833,48.32954082991021,62.3190680770524,10.492256033882462,53.562833398823905,39.6570043382084,36.689733063562464,23,163,7.93,8.35,7.84,8.83,DISCOM-4,12.061546164078354,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,7.6,Notes placeholder,2021,0.004062255920543146,0.0492467194650654
Chhattisgarh,20000000,3675,7406,18997,12490.338826664713,2474.162174377255,1427.9560559634904,1496.8999197922296,1816.793765062988,978.4944919458617,3473.188290270334,1226.0947624434407,854.4610719892556,22.40900604870445,228.3646126668775,17.070037823002377,264.51012892553626,193.42166705456413,177.9564756771725,68,258,7.19,6.82,7.78,7.33,DISCOM-3,14.945724992541228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.7,Notes placeholder,2021,0.030835081375489803,2.039339131897313
Goa,85000000,32694,109861,28689,8698.905250111797,4553.026196997612,3509.4403991727154,1810.083497094617,2838.9091943503627,242.11344974496234,1579.75423752721,1537.6298728831312,346.999727241064,38.96522430834915,245.99076911637385,24.226137687120804,806.4841178100033,802.9523165138687,381.0689801837295,10,787,6.61,6.65,7.53,6.06,DISCOM-2,10.941425137644472,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.9,6.5,Notes placeholder,2021,0.0022391091389699154,0.18958851026199505
Gujarat,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,7818.082569797489,2913.978307456001,5427.208590843604,871.6075153447932,766.9419747559165,24.039800977973687,688.6603150448487,11.772133050787255,282.4160517228414,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,2021,0.08833508402319763,0.3474696409891437
Haryana,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,4581.1451855172645,919.439113692868,1321.1642850311125,1032.9907577161812,1212.7782339985265,36.6801047932271,761.9272639528624,16.4880581505359,414.20427366551945,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,2021,0.014476777259654242,2.330783187524459
Himachal Pradesh,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,3334.5523627190933,925.2590639803243,5381.605332573728,1584.5740828759838,486.2587018564673,56.11114704194952,198.1701579457111,18.46298711427181,236.55206721145933,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,2021,0.002691724728283816,0.7240239175845941
Jharkhand,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,3041.597674209939,232.85829252645428,2409.8987527269696,262.8133574993818,803.8910169767522,19.164587999482173,308.331533568764,18.089836850623573,267.09516782528345,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,2021,0.0018384255049862205,0.23395625794503322
Karnataka,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,8160.687810885118,2638.7630719375306,2087.107352333244,2571.7037928005643,1252.962082702901,37.10459956660495,976.7890006257963,20.3167021740112,1103.9434346088008,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,2021,0.009874934294004977,1.3416301013675105
Kerala,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,3408.679757362137,731.8323444045277,2135.375942622319,1462.5643208740719,552.1088655606984,52.33046037844376,321.07047515079427,18.25052234987664,395.1729264551115,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,2021,0.008066084038457336,0.19976901580563944
Madhya Pradesh,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,8530.568731031975,1309.5098006032504,5121.267217549547,1723.0817708284337,1563.8663732287716,13.388792466933204,870.2944582865226,21.916545749556537,376.99616237584786,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,2021,0.006876916851331242,9.594265393912137
Maharashtra,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,6790.12301051157,1876.414526483181,4232.598438232347,1756.9737105717502,938.0984366546344,30.46612087800972,233.1774115792148,10.012110729877689,593.4013129506744,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,2021,0.004434885533478162,0.3246740144391761
Manipur,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,176.7529839926966,27.47011196528074,300.94769673060074,147.30934129708004,25.303442652064028,40.01431816875732,41.427708887790516,24.513753874249687,18.684890493949016,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2021,0.0003048620861563803,0.0852580862388159
Meghalaya,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,3127.5869286302755,1019.551702535673,4173.12334336537,958.2657864988404,524.3490626581103,36.52726691399526,431.93498020204447,20.51311830120101,240.16805173883287,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,2021,0.0032594192546128815,3.2329365021011
Mizoram,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1576.1266965761868,1862.1187048914398,2774.5330966552806,1065.0037037305888,550.1805495133433,39.34121465610552,285.8033032016088,13.944559474458156,418.94562320737174,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,2021,0.007573957948896483,0.2778203619580659
Nagaland,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,9070.399228399972,988.0932017224286,4147.45881629114,1656.2980917580676,1705.7526330804492,30.070860008345427,586.8114583287506,11.844073720100624,688.3463115758931,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,2021,0.002939362841572792,1.083043106525441
Odisha,126000000,36585,71883,36664,13076.080330586648,2204.701472771685,2460.1279257098868,1806.164753979734,5139.397416528787,1621.5673219786554,1680.5161968797172,3009.009684476749,606.0338837185793,18.95003258694117,406.50393917715013,20.219576677026456,1183.2938974183191,558.1370308167494,990.3533612415118,71,760,8.62,9.07,9.73,10.03,DISCOM-1,14.901392175473228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,7.5,Notes placeholder,2021,0.0056550775451379345,0.31298320677501457
Punjab,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,1115.249146417236,457.12345437840213,2738.761937963769,1510.310529760106,755.9367112676489,52.84060445306814,440.2715941612988,19.947846774524177,409.405276866705,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,2021,0.002336191248726759,0.12716131648142232
Rajasthan,60000000,20244,15778,13743,4723.154490502305,1328.8040978591605,1798.723565162855,173.47031875246995,573.2307393744956,953.1011726718357,1069.6587825464226,923.5206965657048,290.9230392056002,25.670561510000407,132.82273655411282,23.8451771525548,268.26626645460647,252.0340993508873,261.8842657187018,63,811,7.23,6.85,8.27,6.78,DISCOM-1,11.47258446690811,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.2,7.8,Notes placeholder,2021,0.00841822389112136,0.17385454411966303
Sikkim,112000000,29786,152019,4680,1643.3785071701843,709.6596753559721,289.9440406766103,152.13205788868524,1018.9302522594462,284.1711658038041,635.5694093444695,342.1654477688252,110.05903535223683,57.72884599172064,106.34903424013622,18.188609683741465,53.493162875482284,26.879195246231127,29.134342853363016,26,943,6.82,6.68,7.31,6.43,DISCOM-1,16.191316774642793,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.7,5.8,Notes placeholder,2021,0.0006995772517917906,0.0765741044509684
Tamil Nadu,6000000,16929,638,25349,16569.838624491862,1497.0497497119068,4336.567645860849,695.7079823819261,5641.43859556621,992.4130628755437,2802.117168514249,833.9552819330403,1103.2702010032936,55.37110641016928,631.0825993144832,12.04298197670826,590.5069553866944,387.3067195097037,588.3609423500274,87,858,7.88,8.62,7.02,9.08,DISCOM-4,11.974276371638904,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.4,4.0,Notes placeholder,2021,0.989157679176306,0.6066468254999731
Telangana,26000000,7605,89170,40714,17948.084880745202,5010.346429714905,4950.799163172136,992.0241382189284,7993.105353023546,2784.362988575652,1294.2988381522234,2004.8224434159067,1195.3027657925927,21.10390509645507,504.94156954777816,11.167451832631858,581.6419142959477,552.9580226329085,323.79740889816594,24,600,5.75,6.24,5.36,5.34,DISCOM-4,15.750694907724949,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.6,Notes placeholder,2021,0.0056626844179407665,1.8509651049529687
Tripura,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,6044.976675433817,508.5760235611425,3672.7841639768403,1618.5391218737473,1445.3930877511589,53.360912834372215,516.4452588938434,14.650871902717938,407.1652120361343,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,2021,0.027192779006626127,0.8176210385066298
Uttar Pradesh,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,2976.132718182249,960.9297712011911,802.1609044838863,252.0743450309806,201.66702294378217,15.59101114435227,339.01460855579694,12.283102528123583,352.41042402040927,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,2021,0.11133484681635368,0.14132447304202694
Uttarakhand,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,4038.9064565727635,1432.8733125660297,2828.2274047807077,1786.5433690263594,1465.401524258973,12.015495489240449,527.0880969758106,21.20553227823871,795.2474255158303,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,2021,0.005664751114767919,0.6369782471074115
West Bengal,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,6527.438510118432,1490.3820735072457,3434.2559746593997,2060.3201822864326,858.4957445862589,32.91912102817113,1179.088801910653,18.26884795636358,915.7573391792498,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,2021,0.01700617024952985,0.9845097807338076
Delhi,7000000,13191,118962,30027,17773.94808080767,3275.1613006561643,2978.402971681269,694.5731162445611,2609.931211547264,2190.974399699058,5155.387340894531,1172.5952855207317,1274.3983023459125,44.72226385714697,367.4653990076004,18.36049579033053,490.0493282252886,294.1899131836958,372.1444268201113,14,425,8.39,7.69,9.65,7.7,DISCOM-4,12.126669493540945,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,5.6,Notes placeholder,2021,0.0030889309107748728,0.8436728252339918
Jammu & Kashmir,149000000,28193,14170,47120,25991.3119806312,9097.52890920509,7140.8525765008535,3100.3541580280594,3940.6063138731533,3427.871687861423,2944.8170293088415,3231.0395591017123,989.3942662464996,58.77008971816032,594.6225841891359,19.703124532365024,1195.3292631800011,798.9457038215977,976.2230921568254,18,341,6.91,7.39,7.67,7.66,DISCOM-1,11.725110378451935,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,6.3,Notes placeholder,2021,0.04196348512273365,0.4804148047439126
Ladakh,136000000,12703,70933,30190,13439.698230084708,5256.193399242105,2967.213785129123,1261.6263363384828,2629.520400123851,1941.5388915603871,3330.1749792808655,2134.377822597245,774.6937609066591,41.02499250032756,641.0071782088233,19.209666010920028,542.2019243905517,391.79177438027534,552.1082650409373,93,425,5.21,4.99,4.79,6.2,DISCOM-5,11.479776250106331,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.1,8.9,Notes placeholder,2021,0.009036797798046373,0.7900190579833385
Chandigarh,24000000,12742,148973,3495,1240.9476348469284,301.38875016796834,386.6180153984091,188.1792838385128,687.5121467002446,30.618718944699836,307.65833570683697,198.68164085874017,64.6384728804719,47.39919104703805,34.162653784087325,21.2887748586176,39.74457742556092,21.87425054386185,20.837214394487315,62,333,7.54,7.26,6.43,8.97,DISCOM-1,12.894391434792118,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,3.7,Notes placeholder,2021,0.00022932111042999286,0.09609722509892649
Puducherry,30000000,45012,181658,41672,18720.20086218788,6579.305991909008,2705.804023900697,448.202223131033,7701.769576694917,1787.4140279967073,1901.2732357439552,1922.6988309170565,807.0668599995367,24.86916838001172,1115.754530675026,19.13932883113253,1147.9406573200422,694.7271518955648,1154.7473319578116,77,513,5.57,5.39,4.86,6.43,DISCOM-4,11.57199629416339,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.3,Notes placeholder,2021,0.006142061074519294,0.2957690320659521
Andaman & Nicobar Islands,109000000,48820,177414,39638,24208.067993596804,6374.909124562683,3347.3667332207656,2198.486475681036,6190.223175743318,1922.1719782180655,2517.932113495759,2444.066810129477,503.1749552013432,13.26507623798803,1087.2867481239591,17.078341321663576,943.9658442392064,426.9870644936573,710.1705346494712,81,984,8.11,8.39,7.52,7.39,DISCOM-3,13.157511099542958,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,4.9,Notes placeholder,2021,0.00612852845955764,0.26780815398579716
Lakshadweep,112000000,8328,46454,4995,2416.779583552175,875.8353999283544,776.2512658117107,222.1489069469561,483.08489146062516,53.62145400237553,244.78917363016663,379.64414590155025,101.77560822856182,56.891500307135495,62.55525973538858,20.152729343460628,35.52496125663285,25.258403005630853,36.32415478761248,92,71,5.84,5.26,6.42,5.98,DISCOM-2,14.141820906151017,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.8,Notes placeholder,2021,0.0013466065298012783,0.1394259924345242
Andhra Pradesh,111000000,41761,144986,47678,32650.17571113491,8691.828834619275,4641.835797166749,3489.496424092952,6094.978160615916,1907.7136209321486,2831.2161968142086,802.446048062792,919.4405826843108,12.10207431513345,807.7010843320191,23.33146863888829,1121.098517920687,686.6404417148617,713.8742824821653,85,784,7.09,7.69,7.96,7.57,DISCOM-3,15.268163195105704,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,8.4,Notes placeholder,2022,0.005570890184790388,0.27864165193422247
Arunachal Pradesh,147000000,48788,92079,7212,3556.0585390750125,774.6694951271061,650.125339870969,214.39608995742145,1356.1724801211262,202.3975510727528,888.3833007377258,95.45642274980277,201.9822834186841,53.15705662932418,173.9937899520096,16.980783099236817,64.4633394522872,26.44779134892414,28.414049492194167,91,352,8.18,7.51,7.7,7.94,DISCOM-5,17.119727939654062,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.5,4.4,Notes placeholder,2022,0.0018896142437690418,0.052111374819246686
Assam,35000000,2674,62256,46849,32223.597935464728,5000.813478088994,8743.676227509646,822.4548231572181,6603.62326724642,3708.8215040496875,7066.803213860599,1359.8944467801214,788.9884894020269,44.30718209890976,496.25098425342446,15.753026640808937,1022.4151887948215,685.0489344723821,500.17799984318657,100,848,5.02,4.72,5.45,5.02,DISCOM-3,10.193110024505271,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,7.4,Notes placeholder,2022,0.007971135059326402,7.007906668637558
Bihar,122000000,25764,15341,3472,2069.9944017292974,418.5324749307716,346.4431967656589,176.81848478631647,700.0133100026815,271.1445510218452,245.71164076601255,124.31698458182944,153.14260709510833,48.32954082991021,63.67383042655353,10.492256033882462,59.86434321045026,39.6570043382084,36.689733063562464,23,163,7.93,8.35,7.84,8.83,DISCOM-4,12.061546164078354,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,7.6,Notes placeholder,2022,0.0041505658318593,0.05205660946950663
Chhattisgarh,20000000,3675,7406,18997,12490.338826664713,2474.162174377255,1427.9560559634904,1496.8999197922296,1930.3433753794247,1039.650397692478,3638.5782088546357,1267.89344752674,854.4610719892556,22.40900604870445,233.32906076833132,17.070037823002377,295.62896762265825,193.42166705456413,177.9564756771725,68,258,7.19,6.82,7.78,7.33,DISCOM-3,14.945724992541228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.7,Notes placeholder,2022,0.03150540923147871,2.1432558991709603
Goa,85000000,32694,109861,28689,8698.905250111797,4553.026196997612,3509.4403991727154,1810.083497094617,3016.3410189972597,257.24554035402247,1654.9806297904106,1590.0490730950562,346.999727241064,38.96522430834915,251.33839453194716,24.226137687120804,901.3646022582391,802.9523165138687,381.0689801837295,10,787,6.61,6.65,7.53,6.06,DISCOM-2,10.941425137644472,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.9,6.5,Notes placeholder,2022,0.0022877854245996958,0.19938264703727746
Gujarat,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,8306.71273040983,3096.1019516720007,5685.64709516949,901.3214079133658,766.9419747559165,24.039800977973687,703.6311914588672,11.772133050787255,315.64146957258754,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,2022,0.09025541193674541,0.36703356561726624
Haryana,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,4867.4667596120935,976.9040582986722,1384.0768700325941,1068.206351729233,1212.7782339985265,36.6801047932271,778.4909001257506,16.4880581505359,462.9341882144041,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,2022,0.014791489808777158,2.46191514530344
