datetime,state,district_name,market_name,commodity_name,variety,tempmax,tempmin,temp,dew,humidity,precip,windspeed,solarradiation,uvindex,min_price,max_price,modal_price
13-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,20.1,27.7,15.7,52.5,0,18.4,300.5,10,,,
14-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35.2,20.6,28.1,14.5,46.5,0,14.8,309,10,,,
15-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,37,20.2,28.7,14,46.1,0.2,25.9,307.4,10,,,
16-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,38,19.3,28.9,16.2,52.4,0,25.9,304.6,10,,,
17-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35.9,23.7,28.1,19.7,63.7,2.7,25.9,247.2,9,,,
18-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,37,22.1,26.7,19.6,68.6,14.2,18.4,257.1,9,,,
19-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,21.2,26.2,20.4,73.5,3.7,25.9,266.3,9,,,
20-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.9,19,25.9,20.8,75.1,10.9,14.8,241.6,9,,,
21-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.4,19.8,26,20.3,73.4,0.9,27.7,250.3,9,,,
22-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,21.5,27,20.4,71.3,2,29.5,244.1,9,,,
23-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,20.8,26.4,19.1,68.4,3.7,16.6,277.2,10,,,
24-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35.9,20.2,27.6,18.2,61.1,0,16.6,243,9,,,
25-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,37,21.4,28.2,17.7,57.4,0,27.7,285,10,,,
26-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34.3,21.9,27.6,19,63.3,0,13,284.5,10,,,
27-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,37,23.7,28.2,19.5,62.5,0.2,22.3,257.3,10,,,
28-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.8,21.9,27.3,18,59.8,0,14.8,280.6,10,,,
29-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,22,27.2,20.6,70.7,1.3,14.8,229.8,8,,,
30-04-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,21.4,26.3,21.4,76.3,3.4,27.7,237.3,8,,,
01-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,21.8,26.1,21.4,77.6,0.4,33.5,227,9,,,
02-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,21.4,26.7,19.2,67.7,0.1,29.5,275.5,10,,,
03-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,21.6,26.7,19.4,67,0.1,29.5,291.4,10,,,
04-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.2,21.8,26.3,19.4,68.5,0,29.5,257.9,9,,,
05-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.4,20.4,26.4,19.9,69.9,1.5,9.4,268.4,10,,,
06-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,20.6,27.3,20.6,69.4,1.6,29.5,264.5,9,,,
07-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33,23.2,26.2,21.5,77.1,1,22.3,213.1,8,,,
08-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33,21,25.9,20.8,75.9,3.9,27.7,204.9,8,,,
09-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,38,20.5,27,20,69.5,2.3,27.7,245.2,9,,,
10-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,37,21.4,28.1,18.3,60.9,0.1,31.7,264.2,10,,,
11-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35.9,23.5,27.4,21,70.8,0.6,14.8,261.1,9,,,
12-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.9,23.2,27,21.3,73.3,2.2,22.3,244.1,9,,,
13-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,22.7,26.4,21.1,74.8,5.7,27.7,259.2,10,,,
14-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,22.4,27.3,20.6,71,0.4,31.7,249.4,9,,,
15-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,21,26.4,20.8,75.3,2.4,16.6,261.4,9,,,
16-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,20.9,26.3,21.1,75.6,0.2,25.9,266.2,10,,,
17-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,22.2,26.3,21.5,77.4,6,16.6,269.1,9,,,
18-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,21.6,26.4,20.6,73.5,0.1,18.4,276.8,10,,,
19-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.8,22.5,27.2,20.9,71.7,0.1,24.1,273.1,10,,,
20-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35.9,22.5,27.9,20.8,69.5,0,22.3,277.3,9,,,
21-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35.9,20.5,27.5,20.6,69.6,0.4,42.5,280.9,10,,,
22-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,21.8,27.4,21.5,73,0.6,18.4,279.2,9,,,
23-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,22.9,26.7,21.9,77.4,4.6,25.9,269.5,9,,,
24-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33,20.4,26.5,21.8,77.2,2.9,16.6,236.7,8,,,
25-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.4,21.7,25.9,21.3,77.7,3.2,27.7,252.8,9,,,
26-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.2,22.1,26.4,21.4,76,6.3,24.1,243.2,9,,,
27-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,22.6,28,21.6,71,0.3,14.8,270.9,9,,,
28-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,22.7,28.2,22.1,72.2,2.9,22.3,262.5,9,,,
29-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,22.4,26.7,21.5,75.4,9.1,16.6,246.8,8,,,
30-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,23.5,27.2,22.4,76.9,9.4,22.3,259.2,8,,,
31-05-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33,22.3,26.2,22,79.1,4.2,27.7,212.7,7,,,
01-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.2,21.6,26.2,21.5,77.1,0.9,25.9,273.1,9,,,
02-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.7,22.6,26.3,22,78.1,2.2,25.9,247.2,8,,,
03-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,17.9,25.2,21.1,79.1,11.5,20.5,188,7,,,
04-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33,21.9,26.3,21,74.8,0,25.9,225.4,7,,,
05-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33,19.1,25.8,21.4,78.3,10.3,25.9,230.9,8,,,
06-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33,21,26,21.6,78.8,3,18.4,257.1,9,,,
07-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,22.8,26.6,21.7,77,7.6,20.5,272.1,9,,,
08-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.5,22,26.8,21.6,74.7,3.4,20.5,242,8,,,
09-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.1,22.4,26.5,21.9,77.5,11,29.5,271.4,9,,,
10-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,22.4,24.8,21.4,81.8,5,33.5,177.7,7,,,
11-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,16.6,24.4,21.2,82.4,0.5,37.1,217.9,8,,,
12-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,18.1,24.6,20.7,78.8,0,31.7,177,6,,,
13-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,22.8,25,20.7,77.7,0.1,38.9,200.9,7,,,
14-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,20.8,25,20.5,76.7,0.3,38.9,187.7,6,,,
15-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,22.5,26.1,20.4,72.5,0.2,33.5,235.9,8,,,
16-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.1,22.2,26,20.3,72.6,0.2,29.5,231.2,7,,,
17-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,22.2,26.6,20.2,70.3,0.1,33.5,215.6,7,,,
18-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,18.3,25.6,19.9,72.4,0.1,38.9,210.8,7,,,
19-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,19.1,26,19.7,70.2,2.1,33.5,213.4,8,,,
20-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,18.8,25.5,19.4,70.8,0.8,31.7,226,8,,,
21-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,20.4,23.8,20.8,84.2,4.9,29.5,120.3,5,,,
22-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,14.6,23.3,20.6,85.5,17.3,37.1,122,6,,,
23-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.5,21.9,24.2,20.7,81.6,0.2,25.9,169.6,5,,,
24-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,22.2,25.1,20.8,77.9,1,29.5,227.1,8,,,
25-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,17.7,25.3,20,74.2,0.1,33.5,231.1,8,,,
26-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,17,25.3,19.7,72.7,0.1,40.7,195.4,7,,,
27-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,22.3,25.1,20.4,75.8,0.5,37.1,222.9,8,,,
28-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,16.7,25.3,18.7,69.4,0,37.1,235.2,8,,,
29-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.4,16.7,25.2,19.5,72.1,0.1,27.7,211.5,7,,,
30-06-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,23,25.1,20,74.1,0,33.5,170.8,5,,,
01-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,18.2,25.4,19.5,71.6,0,38.9,246.6,9,,,
02-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,22.7,25.7,20.3,73.3,1.5,44.6,202.5,7,,,
03-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,22.9,25.5,20.3,74.3,0.3,40.7,165.1,6,,,
04-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,23.1,24.9,20.7,77.7,4.6,40.7,162,6,,,
05-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,16.8,24.3,20.4,79.5,0.4,46.4,207.4,8,,,
06-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.9,23,24.8,20,75.5,0,44.6,186.2,6,,,
07-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.8,22,25.1,19.3,71.2,0,29.5,225,8,,,
08-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.1,16.4,24.7,19.1,72.1,0.2,51.8,233.5,8,,,
09-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,17.2,24.1,19.8,77.7,2,44.6,196.7,7,,,
10-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,18.9,22.7,19.4,81.9,4.8,35.3,107.9,5,,,
11-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,20.3,24.4,19.2,73.7,1.4,31.7,178.3,6,,,
12-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,20.6,25,20.1,75.6,3,27.7,242.6,8,,,
13-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,20.3,25.2,20.3,75.7,1.7,33.5,232.3,8,,,
14-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,21.9,25.4,20.3,74.7,1.1,31.7,198.4,8,,,
15-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,21.6,25.2,19.9,73.8,6.5,25.9,199.8,8,,,
16-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,20.9,23.9,20.5,82.2,2.6,22.3,156.5,7,,,
17-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,21.4,24.9,20.6,77.9,5,27.7,203.3,7,,,
18-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,17.6,24.6,20.4,78.6,2.5,18.4,187.1,7,,,
19-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,20.2,23.7,20.9,84.5,3.8,37.1,135.6,6,,,
20-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,21.4,24,19.9,78.1,1.1,37.1,162.7,6,,,
21-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,20.9,24,20.4,80.6,7.3,37.1,141.4,5,,,
22-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26,19.3,22.4,19.4,83.7,8.8,33.5,98.2,4,,,
23-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,19.2,22.6,19.8,84.1,5.2,31.7,133.4,5,,,
24-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.1,23.8,20.2,80.9,5.8,25.9,173.7,7,,,
25-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,21.5,23.8,20.9,84.5,5.6,22.3,142.1,5,,,
26-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,24,15.5,22.1,19.8,87.5,13.6,29.5,110.7,6,,,
27-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,21,24.1,20.3,80.7,0.8,29.5,139.4,5,,,
28-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.6,22,24.8,20,75,0.8,25.9,183.9,6,,,
29-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,22.2,24.8,19.8,74.8,0.7,37.1,158.8,6,,,
30-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,21.9,24.4,19.6,75.5,0,31.7,174.2,6,,,
31-07-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.4,25.4,19.6,71.7,0.4,27.7,209.7,7,,,
01-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,21.8,25.8,19.1,68.2,0.3,42.5,219.9,8,,,
02-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,21.9,24.2,19.3,74.7,0,40.7,175.5,7,,,
03-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.4,20.8,24.6,19.9,75.7,0.2,31.7,165,6,,,
04-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.6,20,23.9,20,79.5,0,37.1,200.7,7,,,
05-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,22,24.1,20.2,79.5,1.5,46.4,201.6,7,,,
06-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26,20,22.4,20.2,87.5,2.5,40.7,160.7,6,,,
07-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,24,21,22.5,20.8,90.1,2.9,37.1,178.1,7,,,
08-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,23.4,21,22.3,21.1,93.2,14,27.7,155.5,5,,,
09-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.4,20,21.8,20.6,93.4,3.2,35.3,129.9,5,,,
10-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26,21,22.7,20.4,87.2,13.6,37.1,82.4,4,,,
11-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,20.9,23.5,19.8,80.2,1.6,33.5,152.1,6,,,
12-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,20.1,24.2,20.2,79.6,3.7,33.5,207.8,8,,,
13-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,21,24.1,20.8,83,7.1,25.9,166.6,7,,,
14-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,21.4,23.4,20.6,84.7,3.6,27.7,79.2,2,,,
15-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,21.2,24.1,20.2,79.4,5.3,27.7,164.5,5,,,
16-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,21,24.1,20.8,83.2,11.8,25.9,149,5,,,
17-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,25,20.3,22.5,21,91.6,9.7,11.2,86.4,3,,,
18-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,21.2,23.3,20.8,86.6,12.1,29.5,89.8,5,,,
19-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,17.4,23.8,20.6,83.8,8.3,27.7,183.8,7,,,
20-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,16.9,23.1,20.9,87.7,11.8,18.4,165.9,6,,,
21-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,19.3,23.5,20.7,85,3.8,27.7,136.3,5,,,
22-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,20.9,23.5,20.4,83.8,3.9,29.5,102.5,3,,,
23-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,20.8,23.5,20.2,82.9,3.4,25.9,143.3,5,,,
24-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,20.9,23.8,19.7,78.3,1.1,37.1,166.8,6,,,
25-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,18.9,23.6,19.8,79.7,2.1,24.1,154.3,6,,,
26-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,20.9,24.3,19.7,77,0,29.5,108.2,4,,,
27-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34,21.2,24.8,19.9,76,1.3,40.7,160.2,6,,,
28-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,20,24.7,19.6,74.9,0.3,31.7,178.6,6,,,
29-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.7,24.5,20.5,79.5,0.7,24.1,192.9,7,,,
30-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.9,24.7,19.8,75.3,0.4,33.5,206.7,7,,,
31-08-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.2,19.5,23.2,20.3,83.7,0.5,29.5,169.4,5,,,
01-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,19.9,23.6,20,81.1,0.9,25.9,145.3,5,,,
02-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,21.4,23.3,20.2,82.9,1.7,27.7,145.7,6,,,
03-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.3,21.6,23.3,20.3,83.2,1.5,31.7,204.5,7,,,
04-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26,20.6,22.9,20.6,87.2,1,37.1,173,6,,,
05-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,19.7,23.9,20,79,0.6,40.7,178.1,7,,,
06-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,20.4,23.9,20.4,81.4,0.4,42.5,209.7,7,,,
07-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,21.6,24.3,20.2,78.6,0.3,50,198,7,,,
08-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,22,24,20.5,81,0.3,29.5,168.4,6,,,
09-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.7,21.8,24.3,20.3,78.5,0.3,33.5,178.6,6,,,
10-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.5,24.7,20.3,77.1,1,33.5,200.5,7,,,
11-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,21.6,24.3,20.6,81.1,2.8,27.7,175,7,,,
12-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21,24.1,20.5,81.1,2.9,29.5,190.8,8,,,
13-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.1,25.2,20.3,75.7,1.1,29.5,166.4,7,,,
14-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,21.3,24.9,20.7,79.1,2.5,25.9,198.9,8,,,
15-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.3,25,20.5,77.3,4.7,27.7,210.1,8,,,
16-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,21,23.5,21,86.8,17.1,20.5,151,6,,,
17-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,14.2,23.4,20.2,83.2,23.5,18.4,130,5,,,
18-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,20.5,24.1,21,83.9,2.8,18.4,122.5,5,,,
19-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,35,21.5,25.1,20.9,79.1,0.3,22.3,171.4,6,,,
20-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,20.7,24.7,20.5,78.9,0.6,20.5,187.6,7,,,
21-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,20.3,25.2,19.8,74.1,0,20.5,253.9,9,,,
22-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.3,15.7,24.6,20,77,0.2,7.2,211.4,8,,,
23-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,22,25.1,21.1,79.9,4,35.3,182.6,8,,,
24-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.1,24.7,21.1,81.6,22.9,18.4,101.5,5,,,
25-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,19.7,23.5,20.9,86.5,18.9,33.5,117.5,4,,,
26-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,18.9,23.8,20.2,81.7,0.9,31.7,135.7,7,,,
27-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,21.2,24.7,20.6,79.6,13.4,11.2,238.7,8,,,
28-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31,20.9,24.8,20.5,78.5,2.2,11.2,241,8,,,
29-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,21.5,25.6,20.1,73.2,0.6,13,238.7,9,,,
30-09-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,22.2,25.3,20.3,75.2,0.9,22.3,223.3,8,,,
01-10-2019,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,20.4,25.3,20.4,76.6,7.1,14.8,233.1,8,,,
